,org_name,group_PAC_ID,state,ACO_PC_ID_1,ACO_name_1,ACO_PC_ID_2,ACO_name_2,measure_code,measure_title,inverse_measure,measure_performance_rate,denominator_count,star_value,five_star_benchmark,collection_type,from_PC_livesite
197,BLUE HILL MEMORIAL HOSPITAL,7911991336,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,11.0,15627.0,None,None,ATT,N
201,BLUE HILL MEMORIAL HOSPITAL,7911991336,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,35.0,15627.0,None,None,ATT,N
202,BLUE HILL MEMORIAL HOSPITAL,7911991336,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_SM_1,Secure Messaging,N,13.0,15627.0,None,None,ATT,N
217,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,96.0,13624.0,None,None,ATT,N
218,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,3.0,1788.0,None,None,ATT,N
219,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,54.0,6899.0,None,None,ATT,N
220,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,98.0,15326.0,None,None,ATT,N
221,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,31.0,15326.0,None,None,ATT,N
225,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,96.0,13428.0,None,None,ATT,N
226,MAINE MEDICAL CENTER,7517860588,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,26.0,15326.0,None,None,ATT,N
230,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_EP_1,e-Prescribing,N,93.0,27557.0,None,None,ATT,N
231,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,28.0,4232.0,None,None,ATT,N
232,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,62.0,83507.0,None,None,ATT,N
233,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,92.0,12215.0,None,None,ATT,N
234,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,6.0,12215.0,None,None,ATT,N
238,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,27.0,12215.0,None,None,ATT,N
239,SEBASTICOOK VALLEY HEALTH,3476462797,ME,A3151,"Beacon Rural Health, LLC",V131,Beacon Health LLC,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,12215.0,None,None,ATT,N
289,MAINE CENTER FOR CANCER MEDICINE AND BLOOD DISORDERS,840195186,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,87.0,22368.0,None,None,ATT,N
290,MAINE CENTER FOR CANCER MEDICINE AND BLOOD DISORDERS,840195186,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,95.0,2846.0,None,None,ATT,N
291,MAINE CENTER FOR CANCER MEDICINE AND BLOOD DISORDERS,840195186,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,65.0,11157.0,None,None,ATT,N
292,MAINE CENTER FOR CANCER MEDICINE AND BLOOD DISORDERS,840195186,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,22.0,11157.0,None,None,ATT,N
295,EYECARE MEDICAL GROUP,7517995129,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,83.0,4692.0,None,None,ATT,N
296,EYECARE MEDICAL GROUP,7517995129,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,10.0,168.0,None,None,ATT,N
297,EYECARE MEDICAL GROUP,7517995129,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,39.0,5999.0,None,None,ATT,N
298,EYECARE MEDICAL GROUP,7517995129,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,37.0,5999.0,None,None,ATT,N
301,EYECARE MEDICAL GROUP,7517995129,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,35.0,5999.0,None,None,ATT,N
302,EYECARE MEDICAL GROUP,7517995129,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,5999.0,None,None,ATT,N
303,PORTLAND GASTROENTEROLOGY ASSOCIATES PA,5193702967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,94.0,12145.0,None,None,ATT,N
304,PORTLAND GASTROENTEROLOGY ASSOCIATES PA,5193702967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,896.0,None,None,ATT,N
305,PORTLAND GASTROENTEROLOGY ASSOCIATES PA,5193702967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,49.0,15684.0,None,None,ATT,N
306,PORTLAND GASTROENTEROLOGY ASSOCIATES PA,5193702967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,9.0,15684.0,None,None,ATT,N
311,PORTLAND GASTROENTEROLOGY ASSOCIATES PA,5193702967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,5.0,7820.0,None,None,ATT,N
312,PORTLAND GASTROENTEROLOGY ASSOCIATES PA,5193702967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,12.0,15684.0,None,None,ATT,N
313,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,92.0,72807.0,None,None,ATT,N
314,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,47.0,8114.0,None,None,ATT,N
315,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,69.0,106435.0,None,None,ATT,N
316,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,88.0,41491.0,None,None,ATT,N
317,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,8.0,41491.0,None,None,ATT,N
321,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,43.0,41491.0,None,None,ATT,N
322,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,41491.0,None,None,ATT,N
323,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_046_18-64,Medication Reconciliation Post-Discharge,N,93.0,44.0,None,None,WI,N
324,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_046_65+,Medication Reconciliation Post-Discharge,N,88.0,294.0,None,None,WI,N
325,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_046_overall,Medication Reconciliation Post-Discharge,N,89.0,340.0,None,None,WI,N
326,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_110_overall,Preventive Care and Screening: Influenza Immunization,N,90.0,251.0,4.0,94.0,WI,Y
327,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_111_overall,Pneumococcal Vaccination Status for Older Adults,N,89.0,270.0,4.0,94.0,WI,Y
328,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_113_overall,Colorectal Cancer Screening,N,75.0,273.0,4.0,84.0,WI,Y
329,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_134_overall,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,92.0,260.0,5.0,91.0,WI,Y
330,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_226_overall,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,97.0,272.0,4.0,100.0,WI,Y
331,AROOSTOOK MEDICAL CENTER,1153233663,ME,V131,Beacon Health LLC,None,None,MIPS_GRP_318_overall,Falls: Screening for Future Fall Risk,N,96.0,260.0,4.0,99.0,WI,Y
332,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,90.0,461.0,None,None,ATT,N
333,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,6.0,36.0,None,None,ATT,N
334,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,90.0,42.0,None,None,ATT,N
335,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,69.0,186.0,None,None,ATT,N
336,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,186.0,None,None,ATT,N
340,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,43.0,185.0,None,None,ATT,N
341,COMMUNITY CLINICAL SERVICES INC,42101099,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,20.0,186.0,None,None,ATT,N
351,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,85.0,14417.0,None,None,ATT,N
352,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,64.0,8813.0,None,None,ATT,N
353,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,100.0,9355.0,None,None,ATT,N
354,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,71.0,11242.0,None,None,ATT,N
355,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,2.0,11242.0,None,None,ATT,N
357,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,27.0,11242.0,None,None,ATT,N
358,COASTAL WOMEN'S HEALTHCARE,4385738087,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,47.0,11242.0,None,None,ATT,N
359,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,96.0,33906.0,None,None,ATT,N
360,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,3.0,3109.0,None,None,ATT,N
361,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,30629.0,None,None,ATT,N
362,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,93.0,65336.0,None,None,ATT,N
363,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,27.0,65336.0,None,None,ATT,N
367,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,92.0,65336.0,None,None,ATT,N
368,MAINE MEDICAL PARTNERS,9335043967,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,21.0,65336.0,None,None,ATT,N
372,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,90.0,3066.0,None,None,ATT,N
373,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,57.0,298.0,None,None,ATT,N
374,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,97.0,1104.0,None,None,ATT,N
375,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,58.0,1578.0,None,None,ATT,N
376,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,1578.0,None,None,ATT,N
380,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,16.0,1816.0,None,None,ATT,N
381,CENTRAL MAINE CLINICAL ASSOCIATES CORPORATION,1850321811,ME,A1080,Central Maine ACO,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,1.0,1578.0,None,None,ATT,N
382,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,87.0,3385.0,None,None,ATT,N
383,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,16.0,430.0,None,None,ATT,N
384,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,1073.0,None,None,ATT,N
385,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,77.0,4049.0,None,None,ATT,N
386,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,21.0,4049.0,None,None,ATT,N
391,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,34.0,4046.0,None,None,ATT,N
392,CHEST MEDICINE ASSOCIATES PA,547258931,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,35.0,4049.0,None,None,ATT,N
393,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,2709.0,None,None,ATT,N
394,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,86.0,1526.0,None,None,ATT,N
395,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,97.0,2926.0,None,None,ATT,N
396,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,98.0,2672.0,None,None,ATT,N
397,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,24.0,2672.0,None,None,ATT,N
399,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,18.0,2672.0,None,None,ATT,N
400,MAINE NEPHROLOGY ASSOCIATES P.A.,3678504677,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,49.0,2672.0,None,None,ATT,N
404,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,57.0,77878.0,None,None,ATT,N
405,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,14.0,17209.0,None,None,ATT,N
406,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,93.0,127.0,None,None,ATT,N
407,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,71.0,37915.0,None,None,ATT,N
408,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,19.0,37915.0,None,None,ATT,N
411,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,11.0,37915.0,None,None,ATT,N
412,INTERMED PA,5092605261,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,40.0,37915.0,None,None,ATT,N
418,SPECTRUM HEALTHCARE PARTNERS PA,7618871245,ME,A1290,MaineHealth Accountable Care Organization,V131,Beacon Health LLC,ACI_GRP_TRANS_EP_1,e-Prescribing,N,95.0,2558.0,None,None,ATT,N
419,SPECTRUM HEALTHCARE PARTNERS PA,7618871245,ME,A1290,MaineHealth Accountable Care Organization,V131,Beacon Health LLC,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,55.0,76.0,None,None,ATT,N
420,SPECTRUM HEALTHCARE PARTNERS PA,7618871245,ME,A1290,MaineHealth Accountable Care Organization,V131,Beacon Health LLC,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,85.0,1844.0,None,None,ATT,N
421,SPECTRUM HEALTHCARE PARTNERS PA,7618871245,ME,A1290,MaineHealth Accountable Care Organization,V131,Beacon Health LLC,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,46.0,19521.0,None,None,ATT,N
422,SPECTRUM HEALTHCARE PARTNERS PA,7618871245,ME,A1290,MaineHealth Accountable Care Organization,V131,Beacon Health LLC,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,19521.0,None,None,ATT,N
424,SPECTRUM HEALTHCARE PARTNERS PA,7618871245,ME,A1290,MaineHealth Accountable Care Organization,V131,Beacon Health LLC,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,19400.0,None,None,ATT,N
444,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,27166.0,None,None,ATT,N
445,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,6.0,1440.0,None,None,ATT,N
446,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,98.0,5419.0,None,None,ATT,N
447,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,98.0,16538.0,None,None,ATT,N
448,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,32.0,16538.0,None,None,ATT,N
453,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,95.0,16538.0,None,None,ATT,N
454,PENOBSCOT BAY PHYSICIANS and ASSOCIATES,4981592383,ME,A1290,MaineHealth Accountable Care Organization,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,27.0,16538.0,None,None,ATT,N
469,HOLIDAY MEDICAL ASSOCIATES P A,4486628377,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,79.0,2306.0,None,None,ATT,N
470,HOLIDAY MEDICAL ASSOCIATES P A,4486628377,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,67.0,None,None,ATT,N
471,HOLIDAY MEDICAL ASSOCIATES P A,4486628377,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,24.0,1094.0,None,None,ATT,N
534,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,24242.0,None,None,ATT,N
535,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,2192.0,None,None,ATT,N
536,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,89.0,35.0,None,None,ATT,N
537,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,59.0,3318.0,None,None,ATT,N
538,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,9.0,3318.0,None,None,ATT,N
541,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,35.0,3318.0,None,None,ATT,N
542,"INTERNAL MEDICINE ASSOCIATES OF MIDDLE GEORGIA, P.C.",6406911445,GA,A2148,"Georgia Physicians for Accountable Care, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,1.0,3318.0,None,None,ATT,N
552,GLOBAL CARE MEDICAL GROUP PC,7416904313,MA,A2627,"NEQCA Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,68.0,13904.0,None,None,ATT,N
553,GLOBAL CARE MEDICAL GROUP PC,7416904313,MA,A2627,"NEQCA Accountable Care, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,15.0,1883.0,None,None,ATT,N
554,GLOBAL CARE MEDICAL GROUP PC,7416904313,MA,A2627,"NEQCA Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,63.0,249.0,None,None,ATT,N
555,GLOBAL CARE MEDICAL GROUP PC,7416904313,MA,A2627,"NEQCA Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,91.0,3518.0,None,None,ATT,N
