Organization legal name,Group PAC ID, State,Measure Code,Measure Title,Measure Performance Rate,Denominator Count, Footnote
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,31,,
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,63,,
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
"CENTRA MEDICAL GROUP, LLC",4789606088,VA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,61,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
OHH PHYSICIANS LLC,1759392079,OK,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",76,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,55,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,52,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,55,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,55,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,35,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,50,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
"EMORY MEDICAL GROUP, LLC",9537238480,GA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,63,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,71,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
UNM MEDICAL GROUP INC,4981795267,NM,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",73,,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,50,,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61,,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,31,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,60,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,71,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,53,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,56,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,74,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",73,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,58,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,84,,
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,51,,
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,96,,
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,95,,
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
CARDIOLOGY CONSULTANTS OF PHILADELPHIA PC,5294620746,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,54,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,84,,
TOWER HEALTH MEDICAL GROUP,7618889213,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,48,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,91,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,54,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,82,,
FAMILY CARE CENTERS INC,5395649347,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,33,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,49,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
ST LUKES PHYSICIAN GROUP INC,6709798333,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,52,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,84,,
CHS PROFESSIONAL PRACTICE INC,4880591288,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,25,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,51,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",86,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,33,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,60,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,95,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,90,,
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH,4688588866,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,50,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,70,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",71,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,22,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,57,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,91,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,81,,
EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,7012818008,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,61,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
TEMPLE PHYSICIANS INC,2062317233,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,54,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
REGENTS OF THE UNIVERSITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
